,State,County,Heart Disease Mortality Rate,Value Unit,Location ID
12890,IL,Perry County,339.7,"per 100,000 population",17145
12891,IL,Piatt County,321.9,"per 100,000 population",17147
12892,IL,Pike County,341.6,"per 100,000 population",17149
12893,IL,Pope County,359.0,"per 100,000 population",17151
12894,IL,Pulaski County,437.6,"per 100,000 population",17153
12895,IL,Putnam County,352.7,"per 100,000 population",17155
12896,IL,Randolph County,345.3,"per 100,000 population",17157
12897,IL,Richland County,363.7,"per 100,000 population",17159
12898,IL,Rock Island County,361.1,"per 100,000 population",17161
12899,IL,St. Clair County,376.3,"per 100,000 population",17163
12900,IL,Saline County,369.7,"per 100,000 population",17165
12901,IL,Sangamon County,327.3,"per 100,000 population",17167
12902,IL,Schuyler County,350.9,"per 100,000 population",17169
12903,IL,Scott County,329.6,"per 100,000 population",17171
12904,IL,Shelby County,319.0,"per 100,000 population",17173
12905,IL,Stark County,336.6,"per 100,000 population",17175
12906,IL,Stephenson County,285.3,"per 100,000 population",17177
12907,IL,Tazewell County,338.6,"per 100,000 population",17179
12908,IL,Union County,380.1,"per 100,000 population",17181
12909,IL,Vermilion County,403.9,"per 100,000 population",17183
12910,IL,Wabash County,352.5,"per 100,000 population",17185
12911,IL,Warren County,377.3,"per 100,000 population",17187
12912,IL,Washington County,363.3,"per 100,000 population",17189
12913,IL,Wayne County,382.2,"per 100,000 population",17191
12914,IL,White County,380.8,"per 100,000 population",17193
12915,IL,Whiteside County,371.5,"per 100,000 population",17195
12916,IL,Will County,310.4,"per 100,000 population",17197
12917,IL,Williamson County,318.1,"per 100,000 population",17199
12918,IL,Winnebago County,348.3,"per 100,000 population",17201
12919,IL,Woodford County,304.0,"per 100,000 population",17203
14673,IN,Adams County,317.8,"per 100,000 population",18001
14674,IN,Allen County,330.4,"per 100,000 population",18003
14675,IN,Bartholomew County,342.0,"per 100,000 population",18005
14676,IN,Benton County,358.2,"per 100,000 population",18007
14677,IN,Blackford County,354.1,"per 100,000 population",18009
14678,IN,Boone County,375.2,"per 100,000 population",18011
14679,IN,Brown County,320.3,"per 100,000 population",18013
14680,IN,Carroll County,328.7,"per 100,000 population",18015
14681,IN,Cass County,332.6,"per 100,000 population",18017
14682,IN,Clark County,385.9,"per 100,000 population",18019
14683,IN,Clay County,470.3,"per 100,000 population",18021
14684,IN,Clinton County,363.6,"per 100,000 population",18023
14685,IN,Crawford County,359.0,"per 100,000 population",18025
14686,IN,Daviess County,354.5,"per 100,000 population",18027
14687,IN,Dearborn County,332.9,"per 100,000 population",18029
14688,IN,Decatur County,387.9,"per 100,000 population",18031
14689,IN,DeKalb County,328.2,"per 100,000 population",18033
14690,IN,Delaware County,355.0,"per 100,000 population",18035
14691,IN,Dubois County,361.1,"per 100,000 population",18037
14692,IN,Elkhart County,337.6,"per 100,000 population",18039
14693,IN,Fayette County,455.1,"per 100,000 population",18041
14694,IN,Floyd County,347.6,"per 100,000 population",18043
14695,IN,Fountain County,344.4,"per 100,000 population",18045
14696,IN,Franklin County,316.6,"per 100,000 population",18047
14697,IN,Fulton County,405.1,"per 100,000 population",18049
14698,IN,Gibson County,362.6,"per 100,000 population",18051
14699,IN,Grant County,427.0,"per 100,000 population",18053
14700,IN,Greene County,382.1,"per 100,000 population",18055
14701,IN,Hamilton County,264.4,"per 100,000 population",18057
14702,IN,Hancock County,306.3,"per 100,000 population",18059
14703,IN,Harrison County,334.2,"per 100,000 population",18061
14704,IN,Hendricks County,307.7,"per 100,000 population",18063
14705,IN,Henry County,354.8,"per 100,000 population",18065
14706,IN,Howard County,407.0,"per 100,000 population",18067
14707,IN,Huntington County,360.7,"per 100,000 population",18069
14708,IN,Jackson County,313.8,"per 100,000 population",18071
14709,IN,Jasper County,404.6,"per 100,000 population",18073
14710,IN,Jay County,362.2,"per 100,000 population",18075
14711,IN,Jefferson County,425.4,"per 100,000 population",18077
14712,IN,Jennings County,396.3,"per 100,000 population",18079
14713,IN,Johnson County,341.8,"per 100,000 population",18081
14714,IN,Knox County,350.1,"per 100,000 population",18083
14715,IN,Kosciusko County,335.4,"per 100,000 population",18085
14716,IN,LaGrange County,347.1,"per 100,000 population",18087
14717,IN,Lake County,366.1,"per 100,000 population",18089
14718,IN,LaPorte County,414.5,"per 100,000 population",18091
14719,IN,Lawrence County,323.3,"per 100,000 population",18093
14720,IN,Madison County,346.6,"per 100,000 population",18095
14721,IN,Marion County,352.9,"per 100,000 population",18097
14722,IN,Marshall County,347.0,"per 100,000 population",18099
14723,IN,Martin County,353.1,"per 100,000 population",18101
14724,IN,Miami County,445.0,"per 100,000 population",18103
14725,IN,Monroe County,295.6,"per 100,000 population",18105
14726,IN,Montgomery County,396.5,"per 100,000 population",18107
14727,IN,Morgan County,370.0,"per 100,000 population",18109
14728,IN,Newton County,376.7,"per 100,000 population",18111
14729,IN,Noble County,328.8,"per 100,000 population",18113
14730,IN,Ohio County,279.5,"per 100,000 population",18115
14731,IN,Orange County,344.2,"per 100,000 population",18117
14732,IN,Owen County,365.1,"per 100,000 population",18119
14733,IN,Parke County,389.4,"per 100,000 population",18121
14734,IN,Perry County,407.1,"per 100,000 population",18123
14735,IN,Pike County,358.2,"per 100,000 population",18125
14736,IN,Porter County,315.0,"per 100,000 population",18127
14737,IN,Posey County,311.5,"per 100,000 population",18129
14738,IN,Pulaski County,368.4,"per 100,000 population",18131
14739,IN,Putnam County,342.7,"per 100,000 population",18133
14740,IN,Randolph County,415.4,"per 100,000 population",18135
14741,IN,Ripley County,415.3,"per 100,000 population",18137
14742,IN,Rush County,367.1,"per 100,000 population",18139
14743,IN,St. Joseph County,331.8,"per 100,000 population",18141
14744,IN,Scott County,386.1,"per 100,000 population",18143
14745,IN,Shelby County,332.8,"per 100,000 population",18145
14746,IN,Spencer County,376.9,"per 100,000 population",18147
14747,IN,Starke County,447.8,"per 100,000 population",18149
14748,IN,Steuben County,332.2,"per 100,000 population",18151
14749,IN,Sullivan County,414.7,"per 100,000 population",18153
14750,IN,Switzerland County,335.1,"per 100,000 population",18155
14751,IN,Tippecanoe County,328.9,"per 100,000 population",18157
14752,IN,Tipton County,334.2,"per 100,000 population",18159
14753,IN,Union County,374.6,"per 100,000 population",18161
14754,IN,Vanderburgh County,326.6,"per 100,000 population",18163
14755,IN,Vermillion County,440.8,"per 100,000 population",18165
14756,IN,Vigo County,463.9,"per 100,000 population",18167
14757,IN,Wabash County,363.7,"per 100,000 population",18169
14758,IN,Warren County,349.8,"per 100,000 population",18171
14759,IN,Warrick County,356.0,"per 100,000 population",18173
14760,IN,Washington County,358.8,"per 100,000 population",18175
14761,IN,Wayne County,469.9,"per 100,000 population",18177
14762,IN,Wells County,346.2,"per 100,000 population",18179
14763,IN,White County,348.1,"per 100,000 population",18181
14764,IN,Whitley County,328.1,"per 100,000 population",18183
16206,KS,Allen County,379.6,"per 100,000 population",20001
16351,KS,Anderson County,352.3,"per 100,000 population",20003
16352,KS,Atchison County,346.2,"per 100,000 population",20005
16353,KS,Barber County,445.3,"per 100,000 population",20007
16354,KS,Barton County,347.0,"per 100,000 population",20009
16355,KS,Bourbon County,397.2,"per 100,000 population",20011
16356,KS,Brown County,382.9,"per 100,000 population",20013
16357,KS,Butler County,336.1,"per 100,000 population",20015
16358,KS,Chase County,349.4,"per 100,000 population",20017
16359,KS,Chautauqua County,436.8,"per 100,000 population",20019
16360,KS,Cherokee County,463.7,"per 100,000 population",20021
16361,KS,Cheyenne County,288.4,"per 100,000 population",20023
16362,KS,Clark County,353.7,"per 100,000 population",20025
16363,KS,Clay County,290.2,"per 100,000 population",20027
16364,KS,Cloud County,333.7,"per 100,000 population",20029
16365,KS,Coffey County,355.2,"per 100,000 population",20031
16366,KS,Comanche County,370.9,"per 100,000 population",20033
16367,KS,Cowley County,340.9,"per 100,000 population",20035
16368,KS,Crawford County,416.3,"per 100,000 population",20037
16369,KS,Decatur County,294.8,"per 100,000 population",20039
16370,KS,Dickinson County,328.0,"per 100,000 population",20041
16371,KS,Doniphan County,357.3,"per 100,000 population",20043
16372,KS,Douglas County,277.6,"per 100,000 population",20045
16373,KS,Edwards County,332.4,"per 100,000 population",20047
16374,KS,Elk County,432.8,"per 100,000 population",20049
16375,KS,Ellis County,282.7,"per 100,000 population",20051
16376,KS,Ellsworth County,367.3,"per 100,000 population",20053
16377,KS,Finney County,247.8,"per 100,000 population",20055
16378,KS,Ford County,330.1,"per 100,000 population",20057
16379,KS,Franklin County,330.6,"per 100,000 population",20059
16380,KS,Geary County,407.8,"per 100,000 population",20061
16381,KS,Gove County,304.0,"per 100,000 population",20063
16382,KS,Graham County,322.8,"per 100,000 population",20065
16383,KS,Grant County,335.2,"per 100,000 population",20067
16384,KS,Gray County,279.2,"per 100,000 population",20069
16385,KS,Greeley County,287.9,"per 100,000 population",20071
16386,KS,Greenwood County,362.8,"per 100,000 population",20073
16387,KS,Hamilton County,318.0,"per 100,000 population",20075
16388,KS,Harper County,311.9,"per 100,000 population",20077
16389,KS,Harvey County,309.4,"per 100,000 population",20079
16390,KS,Haskell County,289.2,"per 100,000 population",20081
16391,KS,Hodgeman County,316.1,"per 100,000 population",20083
16392,KS,Jackson County,357.8,"per 100,000 population",20085
16393,KS,Jefferson County,302.7,"per 100,000 population",20087
16394,KS,Jewell County,285.2,"per 100,000 population",20089
16395,KS,Johnson County,227.9,"per 100,000 population",20091
16396,KS,Kearny County,253.4,"per 100,000 population",20093
16397,KS,Kingman County,410.0,"per 100,000 population",20095
16398,KS,Kiowa County,345.8,"per 100,000 population",20097
16399,KS,Labette County,428.6,"per 100,000 population",20099
16400,KS,Lane County,246.3,"per 100,000 population",20101
16401,KS,Leavenworth County,332.0,"per 100,000 population",20103
16402,KS,Lincoln County,289.9,"per 100,000 population",20105
16403,KS,Linn County,359.7,"per 100,000 population",20107
16404,KS,Logan County,268.2,"per 100,000 population",20109
16405,KS,Lyon County,343.8,"per 100,000 population",20111
16406,KS,McPherson County,287.6,"per 100,000 population",20113
16407,KS,Marion County,302.0,"per 100,000 population",20115
16408,KS,Marshall County,276.8,"per 100,000 population",20117
16409,KS,Meade County,345.0,"per 100,000 population",20119
16410,KS,Miami County,305.9,"per 100,000 population",20121
16411,KS,Mitchell County,315.8,"per 100,000 population",20123
16412,KS,Montgomery County,509.4,"per 100,000 population",20125
16413,KS,Morris County,349.2,"per 100,000 population",20127
16414,KS,Morton County,455.2,"per 100,000 population",20129
16415,KS,Nemaha County,275.8,"per 100,000 population",20131
16416,KS,Neosho County,415.0,"per 100,000 population",20133
16417,KS,Ness County,278.4,"per 100,000 population",20135
16418,KS,Norton County,303.2,"per 100,000 population",20137
16419,KS,Osage County,312.3,"per 100,000 population",20139
16420,KS,Osborne County,330.1,"per 100,000 population",20141
16421,KS,Ottawa County,294.2,"per 100,000 population",20143
16422,KS,Pawnee County,341.1,"per 100,000 population",20145
16423,KS,Phillips County,311.3,"per 100,000 population",20147
16424,KS,Pottawatomie County,287.7,"per 100,000 population",20149
16425,KS,Pratt County,320.6,"per 100,000 population",20151
16426,KS,Rawlins County,310.9,"per 100,000 population",20153
16427,KS,Reno County,287.6,"per 100,000 population",20155
16428,KS,Republic County,321.9,"per 100,000 population",20157
16429,KS,Rice County,369.4,"per 100,000 population",20159
16430,KS,Riley County,277.2,"per 100,000 population",20161
16431,KS,Rooks County,314.0,"per 100,000 population",20163
16432,KS,Rush County,327.6,"per 100,000 population",20165
16433,KS,Russell County,311.2,"per 100,000 population",20167
16434,KS,Saline County,266.8,"per 100,000 population",20169
16435,KS,Scott County,244.3,"per 100,000 population",20171
16436,KS,Sedgwick County,313.9,"per 100,000 population",20173
16437,KS,Seward County,345.0,"per 100,000 population",20175
16438,KS,Shawnee County,310.4,"per 100,000 population",20177
16439,KS,Sheridan County,283.8,"per 100,000 population",20179
16440,KS,Sherman County,280.1,"per 100,000 population",20181
16441,KS,Smith County,331.2,"per 100,000 population",20183
16442,KS,Stafford County,285.3,"per 100,000 population",20185
16443,KS,Stanton County,325.7,"per 100,000 population",20187
16444,KS,Stevens County,261.1,"per 100,000 population",20189
16445,KS,Sumner County,317.2,"per 100,000 population",20191
16446,KS,Thomas County,284.2,"per 100,000 population",20193
16447,KS,Trego County,430.7,"per 100,000 population",20195
16448,KS,Wabaunsee County,302.6,"per 100,000 population",20197
16449,KS,Wallace County,261.3,"per 100,000 population",20199
16450,KS,Washington County,304.8,"per 100,000 population",20201
16451,KS,Wichita County,270.8,"per 100,000 population",20203
16452,KS,Wilson County,424.6,"per 100,000 population",20205
16453,KS,Woodson County,386.3,"per 100,000 population",20207
16454,KS,Wyandotte County,330.4,"per 100,000 population",20209
18260,KY,Adair County,527.8,"per 100,000 population",21001
18261,KY,Allen County,401.9,"per 100,000 population",21003
18262,KY,Anderson County,333.6,"per 100,000 population",21005
18263,KY,Ballard County,443.9,"per 100,000 population",21007
18264,KY,Barren County,422.1,"per 100,000 population",21009
18265,KY,Bath County,464.5,"per 100,000 population",21011
18266,KY,Bell County,581.7,"per 100,000 population",21013
18267,KY,Boone County,298.7,"per 100,000 population",21015
18268,KY,Bourbon County,396.5,"per 100,000 population",21017
18269,KY,Boyd County,459.7,"per 100,000 population",21019
18270,KY,Boyle County,333.7,"per 100,000 population",21021
18271,KY,Bracken County,423.9,"per 100,000 population",21023
18272,KY,Breathitt County,775.2,"per 100,000 population",21025
18273,KY,Breckinridge County,377.1,"per 100,000 population",21027
18274,KY,Bullitt County,317.6,"per 100,000 population",21029
18275,KY,Butler County,365.4,"per 100,000 population",21031
18276,KY,Caldwell County,454.2,"per 100,000 population",21033
18277,KY,Calloway County,424.9,"per 100,000 population",21035
18278,KY,Campbell County,320.9,"per 100,000 population",21037
18279,KY,Carlisle County,380.9,"per 100,000 population",21039
18280,KY,Carroll County,460.1,"per 100,000 population",21041
18281,KY,Carter County,408.6,"per 100,000 population",21043
18282,KY,Casey County,345.3,"per 100,000 population",21045
18283,KY,Christian County,392.9,"per 100,000 population",21047
18284,KY,Clark County,446.9,"per 100,000 population",21049
18285,KY,Clay County,545.6,"per 100,000 population",21051
18286,KY,Clinton County,452.0,"per 100,000 population",21053
18287,KY,Crittenden County,515.3,"per 100,000 population",21055
18288,KY,Cumberland County,516.6,"per 100,000 population",21057
18289,KY,Daviess County,364.9,"per 100,000 population",21059
18290,KY,Edmonson County,385.4,"per 100,000 population",21061
18291,KY,Elliott County,381.4,"per 100,000 population",21063
18292,KY,Estill County,491.7,"per 100,000 population",21065
18293,KY,Fayette County,281.2,"per 100,000 population",21067
18294,KY,Fleming County,453.8,"per 100,000 population",21069
18295,KY,Floyd County,556.1,"per 100,000 population",21071
18296,KY,Franklin County,366.9,"per 100,000 population",21073
18297,KY,Fulton County,484.0,"per 100,000 population",21075
18298,KY,Gallatin County,446.0,"per 100,000 population",21077
18299,KY,Garrard County,311.9,"per 100,000 population",21079
18300,KY,Grant County,444.7,"per 100,000 population",21081
18301,KY,Graves County,405.6,"per 100,000 population",21083
18302,KY,Grayson County,376.4,"per 100,000 population",21085
18303,KY,Green County,473.9,"per 100,000 population",21087
18304,KY,Greenup County,374.3,"per 100,000 population",21089
18305,KY,Hancock County,365.6,"per 100,000 population",21091
18306,KY,Hardin County,312.3,"per 100,000 population",21093
18307,KY,Harlan County,587.7,"per 100,000 population",21095
18308,KY,Harrison County,446.8,"per 100,000 population",21097
18309,KY,Hart County,384.3,"per 100,000 population",21099
18310,KY,Henderson County,352.9,"per 100,000 population",21101
18311,KY,Henry County,344.7,"per 100,000 population",21103
18312,KY,Hickman County,444.0,"per 100,000 population",21105
18313,KY,Hopkins County,463.8,"per 100,000 population",21107
18314,KY,Jackson County,610.3,"per 100,000 population",21109
18315,KY,Jefferson County,337.2,"per 100,000 population",21111
18316,KY,Jessamine County,274.9,"per 100,000 population",21113
18317,KY,Johnson County,479.4,"per 100,000 population",21115
18318,KY,Kenton County,320.1,"per 100,000 population",21117
18319,KY,Knott County,541.3,"per 100,000 population",21119
18320,KY,Knox County,459.7,"per 100,000 population",21121
18321,KY,Larue County,370.2,"per 100,000 population",21123
18322,KY,Laurel County,452.1,"per 100,000 population",21125
18323,KY,Lawrence County,444.8,"per 100,000 population",21127
18324,KY,Lee County,575.2,"per 100,000 population",21129
18325,KY,Leslie County,595.6,"per 100,000 population",21131
18326,KY,Letcher County,481.8,"per 100,000 population",21133
18327,KY,Lewis County,459.9,"per 100,000 population",21135
18328,KY,Lincoln County,381.3,"per 100,000 population",21137
18329,KY,Livingston County,428.7,"per 100,000 population",21139
18330,KY,Logan County,329.5,"per 100,000 population",21141
18331,KY,Lyon County,422.9,"per 100,000 population",21143
18332,KY,McCracken County,408.4,"per 100,000 population",21145
18333,KY,McCreary County,498.9,"per 100,000 population",21147
18334,KY,McLean County,415.9,"per 100,000 population",21149
18335,KY,Madison County,377.7,"per 100,000 population",21151
18336,KY,Magoffin County,446.9,"per 100,000 population",21153
18337,KY,Marion County,345.0,"per 100,000 population",21155
18338,KY,Marshall County,406.8,"per 100,000 population",21157
18339,KY,Martin County,423.7,"per 100,000 population",21159
18340,KY,Mason County,435.2,"per 100,000 population",21161
18341,KY,Meade County,333.8,"per 100,000 population",21163
18342,KY,Menifee County,408.3,"per 100,000 population",21165
18343,KY,Mercer County,372.2,"per 100,000 population",21167
18344,KY,Metcalfe County,419.0,"per 100,000 population",21169
18345,KY,Monroe County,563.4,"per 100,000 population",21171
18346,KY,Montgomery County,469.2,"per 100,000 population",21173
18347,KY,Morgan County,353.8,"per 100,000 population",21175
18348,KY,Muhlenberg County,470.0,"per 100,000 population",21177
18349,KY,Nelson County,324.8,"per 100,000 population",21179
18350,KY,Nicholas County,470.5,"per 100,000 population",21181
18351,KY,Ohio County,475.8,"per 100,000 population",21183
18352,KY,Oldham County,289.4,"per 100,000 population",21185
18353,KY,Owen County,420.0,"per 100,000 population",21187
18354,KY,Owsley County,574.9,"per 100,000 population",21189
18355,KY,Pendleton County,358.5,"per 100,000 population",21191
18356,KY,Perry County,665.6,"per 100,000 population",21193
18357,KY,Pike County,480.3,"per 100,000 population",21195
18358,KY,Powell County,511.2,"per 100,000 population",21197
18359,KY,Pulaski County,429.9,"per 100,000 population",21199
18360,KY,Robertson County,469.4,"per 100,000 population",21201
18361,KY,Rockcastle County,412.3,"per 100,000 population",21203
18362,KY,Rowan County,391.2,"per 100,000 population",21205
18363,KY,Russell County,481.2,"per 100,000 population",21207
18364,KY,Scott County,472.6,"per 100,000 population",21209
18365,KY,Shelby County,310.6,"per 100,000 population",21211
18366,KY,Simpson County,474.7,"per 100,000 population",21213
18367,KY,Spencer County,332.5,"per 100,000 population",21215
18368,KY,Taylor County,398.9,"per 100,000 population",21217
18369,KY,Todd County,427.1,"per 100,000 population",21219
18370,KY,Trigg County,414.0,"per 100,000 population",21221
18371,KY,Trimble County,411.7,"per 100,000 population",21223
18372,KY,Union County,419.1,"per 100,000 population",21225
18373,KY,Warren County,376.2,"per 100,000 population",21227
18374,KY,Washington County,337.5,"per 100,000 population",21229
18375,KY,Wayne County,438.9,"per 100,000 population",21231
18376,KY,Webster County,413.3,"per 100,000 population",21233
18377,KY,Whitley County,597.3,"per 100,000 population",21235
18378,KY,Wolfe County,659.7,"per 100,000 population",21237
18379,KY,Woodford County,304.1,"per 100,000 population",21239
20435,LA,Acadia Parish,479.2,"per 100,000 population",22001
20436,LA,Allen Parish,474.6,"per 100,000 population",22003
20437,LA,Ascension Parish,377.4,"per 100,000 population",22005
20438,LA,Assumption Parish,399.1,"per 100,000 population",22007
20439,LA,Avoyelles Parish,496.5,"per 100,000 population",22009
20440,LA,Beauregard Parish,550.2,"per 100,000 population",22011
20441,LA,Bienville Parish,428.9,"per 100,000 population",22013
20442,LA,Bossier Parish,376.8,"per 100,000 population",22015
20443,LA,Caddo Parish,332.8,"per 100,000 population",22017
20444,LA,Calcasieu Parish,569.1,"per 100,000 population",22019
20445,LA,Caldwell Parish,720.2,"per 100,000 population",22021
20446,LA,Cameron Parish,537.9,"per 100,000 population",22023
20447,LA,Catahoula Parish,619.6,"per 100,000 population",22025
20448,LA,Claiborne Parish,474.8,"per 100,000 population",22027
20449,LA,Concordia Parish,519.2,"per 100,000 population",22029
20450,LA,De Soto Parish,372.6,"per 100,000 population",22031
20451,LA,East Baton Rouge Parish,408.0,"per 100,000 population",22033
20452,LA,East Carroll Parish,491.6,"per 100,000 population",22035
20453,LA,East Feliciana Parish,551.9,"per 100,000 population",22037
20454,LA,Evangeline Parish,462.2,"per 100,000 population",22039
20455,LA,Franklin Parish,970.8,"per 100,000 population",22041
20456,LA,Grant Parish,425.5,"per 100,000 population",22043
20457,LA,Iberia Parish,498.2,"per 100,000 population",22045
20458,LA,Iberville Parish,354.1,"per 100,000 population",22047
20459,LA,Jackson Parish,417.3,"per 100,000 population",22049
20460,LA,Jefferson Parish,347.0,"per 100,000 population",22051
20461,LA,Jefferson Davis Parish,520.2,"per 100,000 population",22053
20462,LA,Lafayette Parish,387.2,"per 100,000 population",22055
20463,LA,Lafourche Parish,356.6,"per 100,000 population",22057
20464,LA,La Salle Parish,373.8,"per 100,000 population",22059
20465,LA,Lincoln Parish,294.4,"per 100,000 population",22061
20466,LA,Livingston Parish,400.5,"per 100,000 population",22063
20467,LA,Madison Parish,686.3,"per 100,000 population",22065
20468,LA,Morehouse Parish,495.2,"per 100,000 population",22067
20469,LA,Natchitoches Parish,430.1,"per 100,000 population",22069
20470,LA,Orleans Parish,360.4,"per 100,000 population",22071
20471,LA,Ouachita Parish,333.6,"per 100,000 population",22073
20472,LA,Plaquemines Parish,353.6,"per 100,000 population",22075
20473,LA,Pointe Coupee Parish,477.3,"per 100,000 population",22077
20474,LA,Rapides Parish,555.9,"per 100,000 population",22079
20475,LA,Red River Parish,365.8,"per 100,000 population",22081
20476,LA,Richland Parish,584.9,"per 100,000 population",22083
20477,LA,Sabine Parish,383.4,"per 100,000 population",22085
20478,LA,St. Bernard Parish,366.4,"per 100,000 population",22087
20479,LA,St. Charles Parish,363.9,"per 100,000 population",22089
20480,LA,St. Helena Parish,370.6,"per 100,000 population",22091
20481,LA,St. James Parish,370.4,"per 100,000 population",22093
20482,LA,St. John the Baptist Parish,450.4,"per 100,000 population",22095
20483,LA,St. Landry Parish,551.8,"per 100,000 population",22097
20484,LA,St. Martin Parish,476.3,"per 100,000 population",22099
20485,LA,St. Mary Parish,386.1,"per 100,000 population",22101
20486,LA,St. Tammany Parish,336.2,"per 100,000 population",22103
20487,LA,Tangipahoa Parish,452.6,"per 100,000 population",22105
20488,LA,Tensas Parish,629.2,"per 100,000 population",22107
20489,LA,Terrebonne Parish,374.1,"per 100,000 population",22109
20490,LA,Union Parish,349.5,"per 100,000 population",22111
20491,LA,Vermilion Parish,533.1,"per 100,000 population",22113
20492,LA,Vernon Parish,538.0,"per 100,000 population",22115
20493,LA,Washington Parish,466.1,"per 100,000 population",22117
20494,LA,Webster Parish,449.3,"per 100,000 population",22119
20495,LA,West Baton Rouge Parish,322.8,"per 100,000 population",22121
20496,LA,West Carroll Parish,522.1,"per 100,000 population",22123
20497,LA,West Feliciana Parish,336.4,"per 100,000 population",22125
20498,LA,Winn Parish,543.8,"per 100,000 population",22127
21600,MA,Barnstable County,261.5,"per 100,000 population",25001
21601,MA,Berkshire County,294.9,"per 100,000 population",25003
21602,MA,Bristol County,289.1,"per 100,000 population",25005
21603,MA,Dukes County,243.6,"per 100,000 population",25007
21604,MA,Essex County,259.7,"per 100,000 population",25009
21605,MA,Franklin County,284.8,"per 100,000 population",25011
21606,MA,Hampden County,303.8,"per 100,000 population",25013
21607,MA,Hampshire County,279.6,"per 100,000 population",25015
21608,MA,Middlesex County,234.7,"per 100,000 population",25017
21609,MA,Nantucket County,256.1,"per 100,000 population",25019
21610,MA,Norfolk County,240.9,"per 100,000 population",25021
21611,MA,Plymouth County,270.7,"per 100,000 population",25023
21612,MA,Suffolk County,227.6,"per 100,000 population",25025
21613,MA,Worcester County,281.0,"per 100,000 population",25027
21870,MD,Allegany County,390.0,"per 100,000 population",24001
21871,MD,Anne Arundel County,306.5,"per 100,000 population",24003
21872,MD,Baltimore County County,346.5,"per 100,000 population",24005
21873,MD,Calvert County,327.9,"per 100,000 population",24009
21874,MD,Caroline County,374.1,"per 100,000 population",24011
21875,MD,Carroll County,333.3,"per 100,000 population",24013
21876,MD,Cecil County,367.0,"per 100,000 population",24015
21877,MD,Charles County,313.0,"per 100,000 population",24017
21878,MD,Dorchester County,398.2,"per 100,000 population",24019
21879,MD,Frederick County,298.6,"per 100,000 population",24021
21880,MD,Garrett County,403.7,"per 100,000 population",24023
21881,MD,Harford County,321.8,"per 100,000 population",24025
21882,MD,Howard County,217.4,"per 100,000 population",24027
21883,MD,Kent County,338.4,"per 100,000 population",24029
21884,MD,Montgomery County,197.9,"per 100,000 population",24031
21885,MD,Prince George's County,324.0,"per 100,000 population",24033
21886,MD,Queen Anne's County,307.7,"per 100,000 population",24035
21887,MD,St. Mary's County,312.8,"per 100,000 population",24037
21888,MD,Somerset County,528.1,"per 100,000 population",24039
21889,MD,Talbot County,263.9,"per 100,000 population",24041
21890,MD,Washington County,359.8,"per 100,000 population",24043
21891,MD,Wicomico County,456.3,"per 100,000 population",24045
21892,MD,Worcester County,390.1,"per 100,000 population",24047
21893,MD,Baltimore City,434.5,"per 100,000 population",24510
22323,ME,Androscoggin County,306.7,"per 100,000 population",23001
22324,ME,Aroostook County,300.0,"per 100,000 population",23003
22325,ME,Cumberland County,252.6,"per 100,000 population",23005
22326,ME,Franklin County,286.0,"per 100,000 population",23007
22327,ME,Hancock County,262.2,"per 100,000 population",23009
22328,ME,Kennebec County,296.6,"per 100,000 population",23011
22329,ME,Knox County,308.4,"per 100,000 population",23013
22330,ME,Lincoln County,300.1,"per 100,000 population",23015
22331,ME,Oxford County,265.9,"per 100,000 population",23017
22332,ME,Penobscot County,311.1,"per 100,000 population",23019
22333,ME,Piscataquis County,342.3,"per 100,000 population",23021
22334,ME,Sagadahoc County,287.6,"per 100,000 population",23023
22335,ME,Somerset County,357.9,"per 100,000 population",23025
22336,ME,Waldo County,312.2,"per 100,000 population",23027
22337,ME,Washington County,338.6,"per 100,000 population",23029
22338,ME,York County,247.6,"per 100,000 population",23031
22629,MI,Alcona County,467.5,"per 100,000 population",26001
22630,MI,Alger County,336.5,"per 100,000 population",26003
22631,MI,Allegan County,298.2,"per 100,000 population",26005
22632,MI,Alpena County,428.2,"per 100,000 population",26007
22633,MI,Antrim County,322.3,"per 100,000 population",26009
22634,MI,Arenac County,489.3,"per 100,000 population",26011
22635,MI,Baraga County,352.7,"per 100,000 population",26013
22636,MI,Barry County,326.5,"per 100,000 population",26015
22637,MI,Bay County,492.3,"per 100,000 population",26017
22638,MI,Benzie County,268.2,"per 100,000 population",26019
22639,MI,Berrien County,436.0,"per 100,000 population",26021
22640,MI,Branch County,361.2,"per 100,000 population",26023
22641,MI,Calhoun County,364.0,"per 100,000 population",26025
22642,MI,Cass County,381.2,"per 100,000 population",26027
22643,MI,Charlevoix County,315.2,"per 100,000 population",26029
22644,MI,Cheboygan County,317.6,"per 100,000 population",26031
22645,MI,Chippewa County,322.9,"per 100,000 population",26033
22646,MI,Clare County,427.5,"per 100,000 population",26035
22647,MI,Clinton County,300.1,"per 100,000 population",26037
22648,MI,Crawford County,351.3,"per 100,000 population",26039
22649,MI,Delta County,348.1,"per 100,000 population",26041
22650,MI,Dickinson County,330.5,"per 100,000 population",26043
22651,MI,Eaton County,322.9,"per 100,000 population",26045
22652,MI,Emmet County,302.3,"per 100,000 population",26047
22653,MI,Genesee County,413.6,"per 100,000 population",26049
22654,MI,Gladwin County,435.4,"per 100,000 population",26051
22655,MI,Gogebic County,388.3,"per 100,000 population",26053
